Rowname,Author,Year,Site_Description,Soil_Description,Vegetation,Thaw_Age,Thaw_Feature,Depth,Compound,Oxygen,Temperature_C,Time_d,Replicate,Cumulative_mgC_per_gSoil,Moisture,Rate_mgC_per_gSoil_day,Data_Source,Sample_Num
Trubl_2021_APEX_CO2_Anaerobic_-20C_D34_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,34,R3,-0.02,Wet,-0.000588235,Raw,18
Trubl_2021_APEX_CO2_Anaerobic_-1C_D63_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,63,R1,-0.001,Wet,-1.59E-05,Raw,19
Trubl_2021_APEX_CO2_Anaerobic_-1C_D63_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,63,R2,-0.001,Wet,-1.59E-05,Raw,20
Trubl_2021_APEX_CO2_Anaerobic_-1C_D63_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,63,R3,-0.001,Wet,-1.59E-05,Raw,21
Trubl_2021_APEX_CO2_Anaerobic_-20C_D63_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,63,R1,-0.02,Wet,-0.00031746,Raw,22
Trubl_2021_APEX_CO2_Anaerobic_-20C_D63_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,63,R2,-0.02,Wet,-0.00031746,Raw,23
Trubl_2021_APEX_CO2_Anaerobic_-20C_D63_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,63,R3,-0.02,Wet,-0.00031746,Raw,24
Trubl_2021_APEX_CO2_Anaerobic_-1C_D99_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,99,R1,-0.001,Wet,-1.01E-05,Raw,25
Trubl_2021_APEX_CO2_Anaerobic_-1C_D99_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,99,R2,-0.001,Wet,-1.01E-05,Raw,26
Trubl_2021_APEX_CO2_Anaerobic_-1C_D99_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,99,R3,-0.001,Wet,-1.01E-05,Raw,27
Trubl_2021_APEX_CO2_Anaerobic_-20C_D99_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,99,R1,-0.02,Wet,-0.00020202,Raw,28
Trubl_2021_APEX_CO2_Anaerobic_-20C_D99_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,99,R2,-0.02,Wet,-0.00020202,Raw,29
Trubl_2021_APEX_CO2_Anaerobic_-20C_D99_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,99,R3,-0.02,Wet,-0.00020202,Raw,30
Trubl_2021_APEX_CO2_Anaerobic_-1C_D140_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,140,R1,-0.001,Wet,-7.14E-06,Raw,31
Trubl_2021_APEX_CO2_Anaerobic_-1C_D140_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,140,R2,-0.001,Wet,-7.14E-06,Raw,32
Trubl_2021_APEX_CO2_Anaerobic_-1C_D140_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,140,R3,-0.001,Wet,-7.14E-06,Raw,33
Trubl_2021_APEX_CO2_Anaerobic_-20C_D140_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,140,R1,-0.02,Wet,-0.000142857,Raw,34
Trubl_2021_APEX_CO2_Anaerobic_-20C_D140_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,140,R2,-0.02,Wet,-0.000142857,Raw,35
Trubl_2021_APEX_CO2_Anaerobic_-20C_D140_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,140,R3,-0.02,Wet,-0.000142857,Raw,36
Trubl_2021_APEX_CO2_Anaerobic_-1C_D163_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,163,R1,-0.001,Wet,-6.13E-06,Raw,37
Trubl_2021_APEX_CO2_Anaerobic_-1C_D163_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,163,R2,-0.001,Wet,-6.13E-06,Raw,38
Trubl_2021_APEX_CO2_Anaerobic_-1C_D163_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,163,R3,-0.001,Wet,-6.13E-06,Raw,39
Trubl_2021_APEX_CO2_Anaerobic_-20C_D163_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,163,R1,-0.02,Wet,-0.000122699,Raw,40
Trubl_2021_APEX_CO2_Anaerobic_-20C_D163_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,163,R2,-0.02,Wet,-0.000122699,Raw,41
Trubl_2021_APEX_CO2_Anaerobic_-20C_D163_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,163,R3,-0.02,Wet,-0.000122699,Raw,42
Trubl_2021_APEX_CO2_Anaerobic_-1C_D184_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,184,R1,-0.001,Wet,-5.43E-06,Raw,43
Trubl_2021_APEX_CO2_Anaerobic_-1C_D184_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,184,R2,-0.001,Wet,-5.43E-06,Raw,44
Trubl_2021_APEX_CO2_Anaerobic_-1C_D184_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,184,R3,-0.001,Wet,-5.43E-06,Raw,45
Trubl_2021_APEX_CO2_Anaerobic_-20C_D184_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,184,R1,-0.02,Wet,-0.000108696,Raw,46
Trubl_2021_APEX_CO2_Anaerobic_-20C_D184_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,184,R2,-0.02,Wet,-0.000108696,Raw,47
Trubl_2021_APEX_CO2_Anaerobic_-20C_D184_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,184,R3,-0.02,Wet,-0.000108696,Raw,48
Trubl_2021_APEX_CO2_Anaerobic_-1C_D307_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,307,R1,-0.001,Wet,-3.26E-06,Raw,49
Trubl_2021_APEX_CO2_Anaerobic_-1C_D307_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,307,R2,-0.001,Wet,-3.26E-06,Raw,50
Trubl_2021_APEX_CO2_Anaerobic_-1C_D307_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,307,R3,-0.001,Wet,-3.26E-06,Raw,51
Trubl_2021_APEX_CO2_Anaerobic_-20C_D307_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,307,R1,-0.02,Wet,-6.51E-05,Raw,52
Trubl_2021_APEX_CO2_Anaerobic_-20C_D307_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,307,R2,-0.02,Wet,-6.51E-05,Raw,53
Trubl_2021_APEX_CO2_Anaerobic_-20C_D307_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,307,R3,-0.02,Wet,-6.51E-05,Raw,54
Trubl_2021_APEX_CO2_Anaerobic_-1C_D370_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,370,R1,-0.001,Wet,-2.70E-06,Raw,55
Trubl_2021_APEX_CO2_Anaerobic_-1C_D370_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,370,R2,-0.001,Wet,-2.70E-06,Raw,56
Trubl_2021_APEX_CO2_Anaerobic_-1C_D370_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-1,370,R3,-0.001,Wet,-2.70E-06,Raw,57
Trubl_2021_APEX_CO2_Anaerobic_-20C_D370_R1,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,370,R1,-0.02,Wet,-5.41E-05,Raw,58
Trubl_2021_APEX_CO2_Anaerobic_-20C_D370_R2,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,370,R2,-0.02,Wet,-5.41E-05,Raw,59
Trubl_2021_APEX_CO2_Anaerobic_-20C_D370_R3,Trubl,2021,APEX,,,,,ActiveLayer,CO2,Anaerobic,-20,370,R3,-0.02,Wet,-5.41E-05,Raw,60
Trubl_2021_APEX_CH4_Anaerobic_-1C_D2_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,2,R1,-0.00007,Wet,-0.000035,Raw,61
Trubl_2021_APEX_CH4_Anaerobic_-1C_D2_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,2,R2,0,Wet,0,Raw,62
Trubl_2021_APEX_CH4_Anaerobic_-1C_D2_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,2,R3,0.00097,Wet,0.000485,Raw,63
Trubl_2021_APEX_CH4_Anaerobic_-20C_D2_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,2,R1,0.00055,Wet,0.000275,Raw,64
Trubl_2021_APEX_CH4_Anaerobic_-20C_D2_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,2,R2,0,Wet,0,Raw,65
Trubl_2021_APEX_CH4_Anaerobic_-20C_D2_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,2,R3,0.00063,Wet,0.000315,Raw,66
Trubl_2021_APEX_CH4_Anaerobic_-1C_D20_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,20,R1,0.00766,Wet,0.000383,Raw,67
Trubl_2021_APEX_CH4_Anaerobic_-1C_D20_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,20,R2,0.00582,Wet,0.000291,Raw,68
Trubl_2021_APEX_CH4_Anaerobic_-1C_D20_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,20,R3,0.01474,Wet,0.000737,Raw,69
Trubl_2021_APEX_CH4_Anaerobic_-20C_D20_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,20,R1,0.00082,Wet,0.000041,Raw,70
Trubl_2021_APEX_CH4_Anaerobic_-20C_D20_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,20,R2,0,Wet,0,Raw,71
Trubl_2021_APEX_CH4_Anaerobic_-20C_D20_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,20,R3,0.00133,Wet,0.0000665,Raw,72
Trubl_2021_APEX_CH4_Anaerobic_-1C_D34_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,34,R1,0.02055,Wet,0.000604412,Raw,73
Trubl_2021_APEX_CH4_Anaerobic_-1C_D34_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,34,R2,0.01614,Wet,0.000474706,Raw,74
Trubl_2021_APEX_CH4_Anaerobic_-1C_D34_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,34,R3,0.03069,Wet,0.000902647,Raw,75
Trubl_2021_APEX_CH4_Anaerobic_-20C_D34_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,34,R1,0.00094,Wet,2.76E-05,Raw,76
Trubl_2021_APEX_CH4_Anaerobic_-20C_D34_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,34,R2,0,Wet,0,Raw,77
Trubl_2021_APEX_CH4_Anaerobic_-20C_D34_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,34,R3,0.00152,Wet,4.47E-05,Raw,78
Trubl_2021_APEX_CH4_Anaerobic_-1C_D63_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,63,R1,0.03043,Wet,0.000483016,Raw,79
Trubl_2021_APEX_CH4_Anaerobic_-1C_D63_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,63,R2,0.02338,Wet,0.000371111,Raw,80
Trubl_2021_APEX_CH4_Anaerobic_-1C_D63_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,63,R3,0.04695,Wet,0.000745238,Raw,81
Trubl_2021_APEX_CH4_Anaerobic_-20C_D63_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,63,R1,0,Wet,0,Raw,82
Trubl_2021_APEX_CH4_Anaerobic_-20C_D63_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,63,R2,0,Wet,0,Raw,83
Trubl_2021_APEX_CH4_Anaerobic_-20C_D63_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,63,R3,0.00136,Wet,2.16E-05,Raw,84
Trubl_2021_APEX_CH4_Anaerobic_-1C_D99_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,99,R1,0.04122,Wet,0.000416364,Raw,85
Trubl_2021_APEX_CH4_Anaerobic_-1C_D99_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,99,R2,0.02369,Wet,0.000239293,Raw,86
Trubl_2021_APEX_CH4_Anaerobic_-1C_D99_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,99,R3,0.06637,Wet,0.000670404,Raw,87
Trubl_2021_APEX_CH4_Anaerobic_-20C_D99_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,99,R1,0.00116,Wet,1.17E-05,Raw,88
Trubl_2021_APEX_CH4_Anaerobic_-20C_D99_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,99,R2,0,Wet,0,Raw,89
Trubl_2021_APEX_CH4_Anaerobic_-20C_D99_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,99,R3,0.00119,Wet,1.20E-05,Raw,90
Trubl_2021_APEX_CH4_Anaerobic_-1C_D140_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,140,R1,0.0519,Wet,0.000370714,Raw,91
Trubl_2021_APEX_CH4_Anaerobic_-1C_D140_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,140,R2,0.02362,Wet,0.000168714,Raw,92
Trubl_2021_APEX_CH4_Anaerobic_-1C_D140_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,140,R3,0.08615,Wet,0.000615357,Raw,93
Trubl_2021_APEX_CH4_Anaerobic_-20C_D140_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,140,R1,0.00097,Wet,6.93E-06,Raw,94
Trubl_2021_APEX_CH4_Anaerobic_-20C_D140_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,140,R2,0,Wet,0,Raw,95
Trubl_2021_APEX_CH4_Anaerobic_-20C_D140_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,140,R3,0.00131,Wet,9.36E-06,Raw,96
Trubl_2021_APEX_CH4_Anaerobic_-1C_D163_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,163,R1,0.05554,Wet,0.000340736,Raw,97
Trubl_2021_APEX_CH4_Anaerobic_-1C_D163_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,163,R2,0.02246,Wet,0.000137791,Raw,98
Trubl_2021_APEX_CH4_Anaerobic_-1C_D163_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,163,R3,0.09578,Wet,0.000587607,Raw,99
Trubl_2021_APEX_CH4_Anaerobic_-20C_D163_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,163,R1,0.00078,Wet,4.79E-06,Raw,100
Trubl_2021_APEX_CH4_Anaerobic_-20C_D163_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,163,R2,-0.00028,Wet,-1.72E-06,Raw,101
Trubl_2021_APEX_CH4_Anaerobic_-20C_D163_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,163,R3,0.00088,Wet,5.40E-06,Raw,102
Trubl_2021_APEX_CH4_Anaerobic_-1C_D184_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,184,R1,0.05167,Wet,0.000280815,Raw,103
Trubl_2021_APEX_CH4_Anaerobic_-1C_D184_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,184,R2,0.02083,Wet,0.000113207,Raw,104
Trubl_2021_APEX_CH4_Anaerobic_-1C_D184_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,184,R3,0.10908,Wet,0.000592826,Raw,105
Trubl_2021_APEX_CH4_Anaerobic_-20C_D184_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,184,R1,0.00186,Wet,1.01E-05,Raw,106
Trubl_2021_APEX_CH4_Anaerobic_-20C_D184_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,184,R2,-0.00181,Wet,-9.84E-06,Raw,107
Trubl_2021_APEX_CH4_Anaerobic_-20C_D184_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,184,R3,-0.00041,Wet,-2.23E-06,Raw,108
Trubl_2021_APEX_CH4_Anaerobic_-1C_D307_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,307,R1,0.09102,Wet,0.000296482,Raw,109
Trubl_2021_APEX_CH4_Anaerobic_-1C_D307_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,307,R2,0.02317,Wet,7.55E-05,Raw,110
Trubl_2021_APEX_CH4_Anaerobic_-1C_D307_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,307,R3,0.11486,Wet,0.000374137,Raw,111
Trubl_2021_APEX_CH4_Anaerobic_-20C_D307_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,307,R1,0.00099,Wet,3.22E-06,Raw,112
Trubl_2021_APEX_CH4_Anaerobic_-20C_D307_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,307,R2,0,Wet,0,Raw,113
Trubl_2021_APEX_CH4_Anaerobic_-20C_D307_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,307,R3,0.00116,Wet,3.78E-06,Raw,114
Trubl_2021_APEX_CH4_Anaerobic_-1C_D370_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,370,R1,0.08869,Wet,0.000239703,Raw,115
Trubl_2021_APEX_CH4_Anaerobic_-1C_D370_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,370,R2,0.03126,Wet,8.45E-05,Raw,116
Trubl_2021_APEX_CH4_Anaerobic_-1C_D370_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-1,370,R3,0.11158,Wet,0.000301568,Raw,117
Trubl_2021_APEX_CH4_Anaerobic_-20C_D370_R1,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,370,R1,0.00318,Wet,8.59E-06,Raw,118
Trubl_2021_APEX_CH4_Anaerobic_-20C_D370_R2,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,370,R2,0.00058,Wet,1.57E-06,Raw,119
Trubl_2021_APEX_CH4_Anaerobic_-20C_D370_R3,Trubl,2021,APEX,,,,,ActiveLayer,CH4,Anaerobic,-20,370,R3,0.00118,Wet,3.19E-06,Raw,120
Mackelprang_2011_ActiveLayer_CO2_Anaerobic_5C_D2_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,5,2,R1,1.660603088,Wet,0.830301544,Figure,1
Mackelprang_2011_ActiveLayer_CO2_Anaerobic_5C_D7_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,5,7,R1,3.083977164,Wet,0.440568166,Figure,2
Mackelprang_2011_Permafrost_CO2_Anaerobic_5C_D2_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CO2,Anaerobic,5,2,R1,0.593072531,Wet,0.296536266,Figure,3
Mackelprang_2011_Permafrost_CO2_Anaerobic_5C_D7_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CO2,Anaerobic,5,7,R1,1.13869926,Wet,0.162671323,Figure,4
Mackelprang_2011_ActiveLayer_CH4_Anaerobic_5C_D2_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CH4,Anaerobic,5,2,R1,0.035584352,Wet,0.017792176,Figure,5
Mackelprang_2011_ActiveLayer_CH4_Anaerobic_5C_D7_R1,Mackelprang,2011,ActiveLayer,,,,,ActiveLayer,CH4,Anaerobic,5,7,R1,0.023722901,Wet,0.003388986,Figure,6
Mackelprang_2011_Permafrost_CH4_Anaerobic_5C_D2_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CH4,Anaerobic,5,2,R1,0.355843519,Wet,0.177921759,Figure,7
Mackelprang_2011_Permafrost_CH4_Anaerobic_5C_D7_R1,Mackelprang,2011,Permafrost,,,,,Permafrost,CH4,Anaerobic,5,7,R1,0.118614506,Wet,0.016944929,Figure,8
Barbato_2022_P1_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.0035,Wet,0.000875,Figure,1
Barbato_2022_P2_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.008,Wet,0.002,Figure,2
Barbato_2022_P3_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.006,Wet,0.0015,Figure,3
Barbato_2022_P4_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.003,Wet,0.00075,Figure,4
Barbato_2022_P5_CO2_Anaerobic_-3C_D4_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,-3,4,R1,0.0045,Wet,0.001125,Figure,5
Barbato_2022_P1_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.0045,Wet,0.0005,Figure,6
Barbato_2022_P2_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.015,Wet,0.001666667,Figure,7
Barbato_2022_P3_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.013,Wet,0.001444444,Figure,8
Barbato_2022_P4_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.0045,Wet,0.0005,Figure,9
Barbato_2022_P5_CO2_Anaerobic_0C_D9_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,0,9,R1,0.008,Wet,0.000888889,Figure,10
Barbato_2022_P1_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.012,Wet,0.000923077,Figure,11
Barbato_2022_P2_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.025,Wet,0.001923077,Figure,12
Barbato_2022_P3_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.022,Wet,0.001692308,Figure,13
Barbato_2022_P4_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.007,Wet,0.000538462,Figure,14
Barbato_2022_P5_CO2_Anaerobic_3C_D13_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,3,13,R1,0.019,Wet,0.001461538,Figure,15
Barbato_2022_P1_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P1,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.018,Wet,0.0012,Figure,16
Barbato_2022_P2_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P2,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.031,Wet,0.002066667,Figure,17
Barbato_2022_P3_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P3,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.03,Wet,0.002,Figure,18
Barbato_2022_P4_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P4,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.0105,Wet,0.0007,Figure,19
Barbato_2022_P5_CO2_Anaerobic_6C_D15_R1,Barbato,2022,P5,,,,,Permafrost,CO2,Anaerobic,6,15,R1,0.029,Wet,0.001933333,Figure,20
Dang_2022_ActiveLayer_CO2_Anaerobic_16C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,16,6,R1,0.00026406,Wet,0.00004401,Figure,1
Dang_2022_ActiveLayer_CO2_Anaerobic_12C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,12,6,R1,0.000171639,Wet,2.86E-05,Figure,2
Dang_2022_ActiveLayer_CO2_Anaerobic_8C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,8,6,R1,0.000158436,Wet,0.000026406,Figure,3
Dang_2022_ActiveLayer_CO2_Anaerobic_4C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,4,6,R1,0.000224451,Wet,3.74E-05,Figure,4
Dang_2022_ActiveLayer_CO2_Anaerobic_0C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,0,6,R1,0.00013203,Wet,0.000022005,Figure,5
Dang_2022_ActiveLayer_CO2_Anaerobic_-10C_D6_R1,Dang,2022,ActiveLayer,,,,,ActiveLayer,CO2,Anaerobic,-10,6,R1,0.000039609,Wet,6.60E-06,Figure,6
Muller_2018_AL1_CO2_Anaerobic_5C_D103_R1,Muller,2018,AL1,,,,,ActiveLayer,CO2,Anaerobic,5,103,R1,0.09,Wet,0.000873786,Figure,1
Muller_2018_AL2_CO2_Anaerobic_5C_D103_R1,Muller,2018,AL2,,,,,ActiveLayer,CO2,Anaerobic,5,103,R1,0.05,Wet,0.000485437,Figure,2
Muller_2018_TZ3_CO2_Anaerobic_5C_D103_R1,Muller,2018,TZ3,,,,,TransitionZone,CO2,Anaerobic,5,103,R1,0.1,Wet,0.000970874,Figure,3
Muller_2018_PL4_CO2_Anaerobic_5C_D103_R1,Muller,2018,PL4,,,,,Permafrost,CO2,Anaerobic,5,103,R1,0.095,Wet,0.00092233,Figure,4
Muller_2018_PL5_CO2_Anaerobic_5C_D103_R1,Muller,2018,PL5,,,,,Permafrost,CO2,Anaerobic,5,103,R1,0.2,Wet,0.001941748,Figure,5
Muller_2018_AL1_CO2_Aerobic_5C_D103_R1,Muller,2018,AL1,,,,,ActiveLayer,CO2,Aerobic,5,103,R1,1.2,Wet,0.011650485,Figure,6
